V2,V3,rule,support,confidence,lift
"({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'})","({'Bacteroides uniformis', 'Blautia wexlerae'})","({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'}) ({'Bacteroides uniformis', 'Blautia wexlerae'})",0.746308724832215,0.978851777368352,1.03742587027893
"({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis', 'Blautia wexlerae'})","({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis', 'Blautia wexlerae'})",0.724832214765101,0.950715455865786,1.11202905763706
"({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis'})","({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis'})",0.735570469798658,0.964829528811348,1.10423115023517
"({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})","({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})",0.730201342281879,0.957749605551872,1.1132496426119
"({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', '[Ruminococcus] torques', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans'})",0.740939597315436,0.971863678497434,1.10547781287399
"({'[Eubacterium] rectale', '[Ruminococcus] torques'})","({'Bacteroides uniformis', 'Blautia wexlerae', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', '[Ruminococcus] torques'}) ({'Bacteroides uniformis', 'Blautia wexlerae', 'Faecalibacterium prausnitzii'})",0.746308724832215,0.978851777368352,1.03742587027893
"({'[Eubacterium] rectale', '[Ruminococcus] torques'})","({'Blautia wexlerae', 'Bacteroides uniformis'})","({'[Eubacterium] rectale', '[Ruminococcus] torques'}) ({'Blautia wexlerae', 'Bacteroides uniformis'})",0.746308724832215,0.978851777368352,1.03742587027893
"({'[Eubacterium] rectale', '[Ruminococcus] torques'})","({'Blautia wexlerae', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', '[Ruminococcus] torques'}) ({'Blautia wexlerae', 'Faecalibacterium prausnitzii'})",0.751677852348993,0.985885927054438,1.03458068179729
"({'[Eubacterium] rectale', '[Ruminococcus] torques'})",({'Blautia wexlerae'}),"({'[Eubacterium] rectale', '[Ruminococcus] torques'}) ({'Blautia wexlerae'})",0.751677852348993,0.985885927054438,1.03458068179729
"({'[Eubacterium] rectale', '[Ruminococcus] torques'})","({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis', 'Blautia wexlerae', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', '[Ruminococcus] torques'}) ({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis', 'Blautia wexlerae', 'Faecalibacterium prausnitzii'})",0.724832214765101,0.950715455865786,1.11202905763706
"({'[Eubacterium] rectale', '[Ruminococcus] torques'})","({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis', 'Blautia wexlerae'})","({'[Eubacterium] rectale', '[Ruminococcus] torques'}) ({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis', 'Blautia wexlerae'})",0.724832214765101,0.950715455865786,1.11202905763706
